"Name","Age","Class/Dept","Ticket","Joined","Job","Boat [Body]"
"JOHNSON, Miss Eleanor Ileen",1,"3rd Class Passenger","347742£11 2s 8d","Southampton","","15*"
"JONSSON, Mr Karl",25,"3rd Class Passenger","350417£7 17s 1d","Southampton","General Labourer",""
"JUSSILA, Mr Eiriik",32,"3rd Class Passenger","3101286£7 18s 6d","Southampton","","15*"
"Second-class Titanic passenger from Belarus, Russia"" itemprop=""url"" href=""/titanic-survivor/miriam-kantor.html"">KANTOR, Mrs Miriam",24,"2nd Class Passenger","244367£26","Southampton","",""
"KARLSSON, Mr Einar Gervasius",21,"3rd Class Passenger","350053£7 15s 11d","Southampton","Military",13
"KARUN, Mr Franz",39,"3rd Class Passenger","349256£13 8s 4d","Cherbourg","Hotelier",""
"KARUN, Miss Manca",5,"3rd Class Passenger","349256£13 8s 4d","Cherbourg","",""
"KEANE, Miss Nora Agnes",46,"2nd Class Passenger","226593£12 7s","Queenstown","","10*"
"KELLY, Mrs Fanny Maria",48,"2nd Class Passenger","223596£13 10s","Southampton","",""
"KELLY, Miss Anna Katherine",20,"3rd Class Passenger","9234£7 15s","Queenstown","",""
"KELLY, Miss Mary",22,"3rd Class Passenger","14312£7 15s","Queenstown","",""
"KENNEDY, Mr John",24,"3rd Class Passenger","368783£7 15s","Queenstown","Farm Labourer",""
"KENYON, Mrs Marion Estelle",40,"1st Class Passenger","17464£51 17s 3d","Southampton","",8
"KIMBALL, Mr Edwin Nelson Jr.",42,"1st Class Passenger","11753£52 11s 1d","Southampton","",5
"KIMBALL, Mrs Susan Gertrude",45,"1st Class Passenger","11753£52 11s 1d","Southampton","",5
"KINK, Mr Anton",29,"3rd Class Passenger","315153£22 6d","Southampton","",2
"KINK-HEILMANN, Mrs Luise",26,"3rd Class Passenger","315153£22 6d","Southampton","",2
"KINK-HEILMANN, Miss Luise Gretchen",4,"3rd Class Passenger","315153£22 6d","Southampton","",2
"KREKORIAN, Mr Neshan",25,"3rd Class Passenger","2654£7 4s 7d","Cherbourg","General Labourer","10*"
"KREUCHEN, Miss Emilie",29,"1st Class PassengerServant","24160£211 6s 9d","Southampton","Personal Maid",2
"LAM, Mr Ah",38,"3rd Class Passenger","1601£56 9s 11d","Southampton","Seaman",""
"LANDERGREN, Miss Aurora Adelia",22,"3rd Class Passenger","7077£7 5s","Southampton","","13*"
"LANG, Mr Fang",17,"3rd Class Passenger","1601£56 9s 11d","Southampton","Seaman","14*"
"LAROCHE, Mrs Juliette Marie Louise",22,"2nd Class Passenger","2123£41 11s 7d","Cherbourg","","10*"
"LAROCHE, Miss Louise",1,"2nd Class Passenger","2123£41 11s 7d","Cherbourg","","10*"
"LAROCHE, Miss Simonne Marie Anne Andrée",3,"2nd Class Passenger","2123£41 11s 7d","Cherbourg","","10*"
"LEADER, Dr Alice May",49,"1st Class Passenger","17465£25 18s 7d","Southampton","Doctor",8
"LEHMANN, Miss Bertha",17,"2nd Class Passenger","1748£12","Cherbourg","",12
"LEITCH, Miss Jessie Wills",31,"2nd Class Passenger","248727£33","Southampton","",11
"LEMORE, Mrs Amelia",46,"2nd Class Passenger","34260£10 10s","Southampton","",14
"LEROY, Miss Berthe",27,"1st Class PassengerServant","17761£106 8s 6d","Cherbourg","Personal Maid",2
"LESUEUR, Mr Louis Gustave Joseph",35,"1st Class PassengerServant","17755£512 6s 7d","Cherbourg","Servant",3
"LINDQVIST, Mr Eino William",20,"3rd Class Passenger","3101285£7 18s 6d","Southampton","",""
"LINDSTRÖM, Mrs Sigrid",55,"1st Class Passenger","112377£27 14s 5d","Cherbourg","",""
"LINES, Mrs Elizabeth Lindsey",50,"1st Class Passenger","17592£39 8s","Cherbourg","",9
"LINES, Miss Mary Conover",16,"1st Class Passenger","17592£39 8s","Cherbourg","",9
"LONGLEY, Miss Gretchen Fiske",21,"1st Class Passenger","13502£77 19s 2d","Cherbourg","",10
"LOUCH, Mrs Alice Adelaide",42,"2nd Class Passenger","3085£26","Southampton","","12*"
"LULIĆ, Mr Nikola",29,"3rd Class Passenger","315098£8 13s 3d","Southampton","",""
"LUNDIN, Miss Olga Elida",23,"3rd Class Passenger","347469£7 17s 1d","Southampton","",""
"LUNDSTRÖM, Mr Thure Edvin",32,"3rd Class Passenger","350403£7 11s 7d","Southampton","",""
"LURETTE, Miss Eugénie Elise",59,"1st Class PassengerServant","17569£146 10s 5d","Cherbourg","Personal Maid",""
"MADIGAN, Miss Margaret",21,"3rd Class Passenger","370370£7 15s","Queenstown","",""
"MADILL, Miss Georgette Alexandra",16,"1st Class Passenger","24160£211 6s 9d","Southampton","",2
"MADSEN, Mr Fridtjof Arne",24,"3rd Class Passenger","17369£7 2s 10d","Southampton","",13
"MAIONI, Miss Roberta Elizabeth Mary",20,"1st Class PassengerServant","110152£86 10s","Southampton","Personal Maid",8
"MALLET, Mrs Antonine Marie",24,"2nd Class Passenger","2079£37 1d","Cherbourg","",""
"MALLET, Master André Clement",1,"2nd Class Passenger","2079£37 1d","Cherbourg","",""
"MĀMĀ, Mr Hannā Mikā'īl",20,"3rd Class Passenger","2677£7 4s 7d","Cherbourg","",""
"MANNION, Miss Margaret",28,"3rd Class Passenger","36866£7 14s 9d","Queenstown","",""
"MARÉCHAL, Mr Pierre",29,"1st Class Passenger","11774£29 14s","Cherbourg","Aviator",7
"MARVIN, Mrs Mary Graham Carmichael",18,"1st Class Passenger","113773£53 2s","Southampton","",""
"MAYNÉ, Mlle Berthe Antonine",24,"1st Class Passenger","17482£49 10s 1d","Cherbourg","Singer","6*"
"MCCARTHY, Miss Catherine",24,"3rd Class Passenger","383123£7 15s","Queenstown","Domestic Servant","15*"
"MCCORMACK, Mr Thomas Joseph",19,"3rd Class Passenger","367228£7 15s","Queenstown","Barman",""
"MCCOY, Miss Agnes",29,"3rd Class Passenger","367226£23 5s","Queenstown","",""
"MCCOY, Miss Alice",26,"3rd Class Passenger","367226£23 5s","Queenstown","",""
"MCCOY, Mr Bernard",24,"3rd Class Passenger","367226£23 5s","Queenstown","General Labourer",""
"MCDERMOTT, Miss Bridget Delia",31,"3rd Class Passenger","330932£7 15s 8d","Queenstown","",""
"MCGOUGH, Mr James Robert",35,"1st Class Passenger","17473£26 5s 9d","Southampton","Buyer",7
"MCGOVERN, Miss Mary",20,"3rd Class Passenger","330931£7 17s 7d","Queenstown","",""
"MCGOWAN, Miss Anna Louise",17,"3rd Class Passenger","330923£8 7d","Queenstown","",""
"MELLINGER, Mrs Elizabeth Anne",42,"2nd Class Passenger","250644£19 10s","Southampton","Servant",14
"MELLINGER, Miss Violet Madeline",13,"2nd Class Passenger","250644£19 10s","Southampton","",14
"MELLORS, Mr William John",19,"2nd Class Passenger","SW/PP 751£10 10s","Southampton","Salesman","A"
"MEYER, Mrs Leila",25,"1st Class Passenger","17604£82 3s 5d","Cherbourg","",6
"MIDTSJØ, Mr Karl Albert",21,"3rd Class Passenger","345501£7 15s 6d","Southampton","Farmer","15*"
"MINAHAN, Mrs Lillian Mae",37,"1st Class Passenger","19928£90","Queenstown","",14
"MINAHAN, Miss Ida Daisy",33,"1st Class Passenger","19928£90","Queenstown","",14
"MOCK, Mr Philipp Edmund",30,"1st Class Passenger","13236£57 15s","Cherbourg","",11
"MOCKLER, Miss Ellen Mary",23,"3rd Class Passenger","330980£7 17s 7d","Queenstown","",""
"MOOR, Mrs Beila",29,"3rd Class Passenger","392096£12 9s 6d","Southampton","Tailor",""
"MOOR, Master Meier",7,"3rd Class Passenger","392096£12 9s 6d","Southampton","",""
"MORAN, Miss Bridget (Bertha)",28,"3rd Class Passenger","371110£24 3s","Queenstown","",15
"MOSS, Mr Albert Johan",29,"3rd Class Passenger","312991£7 15s 6d","Southampton","Seaman",""
"MUBĀRIK, Mrs Amīnah",25,"3rd Class Passenger","2661£15 4s 11d","Cherbourg","","14*"
"MUBĀRIK, Master Jirjis",7,"3rd Class Passenger","2661£15 4s 11d","Cherbourg","","14*"
"MUBĀRIK, Master Halīm",4,"3rd Class Passenger","2661£15 4s 11d","Cherbourg","","14*"
"MULLIN, Miss Kate",21,"3rd Class Passenger","35852£7 14s 8d","Queenstown","",""
"MULVIHILL, Miss Bridget Elizabeth (Bertha)",25,"3rd Class Passenger","382653£7 15s","Queenstown","","10*"
"MURPHY, Miss Nora",31,"3rd Class Passenger","36568£15 10s","Queenstown","",""
"MURPHY, Miss Margaret",25,"3rd Class Passenger","367230£15 10s","Queenstown","",""
"MURPHY, Miss Kate",18,"3rd Class Passenger","367230£15 10s","Queenstown","",""
"MŪSÀ FRANJĪYAH, Mrs Mantūrah Būlus",52,"3rd Class Passenger","2626£7 4s 7d","Cherbourg","Housewife",""
"MUSLAMĀNĪ, Mrs Fatīmah Muhammad",22,"3rd Class Passenger","2649£7 4s 6d","Cherbourg","",""
"NAJĪB QIYĀMAH, Miss Adāl",15,"3rd Class Passenger","2667£7 4s 6d","Cherbourg","",""
"NAKID, Mr Sa'īd Antūn",20,"3rd Class Passenger","2653£15 14s 10d","Cherbourg","",""
"NAKID, Mrs Wadi'ah",19,"3rd Class Passenger","2653£15 14s 10d","Cherbourg","",""
"NAKID, Miss Mariayam",1,"3rd Class Passenger","2653£15 14s 10d","Cherbourg","",""
"NAṢR ALLĀH, Mrs Adāl",17,"2nd Class Passenger","237736£30 1s 5d","Cherbourg","",""
"NAṢR ALLĀH, Mrs Zād",45,"3rd Class Passenger","2696£7 4s 6d","Cherbourg","",""
"NAVRATIL, Master Edmond Roger",2,"2nd Class Passenger","230080£26","Southampton","",""
"NAVRATIL, Master Michel Marcel",3,"2nd Class Passenger","230080£26","Southampton","",""
"NEWELL, Miss Marjorie Anne",23,"1st Class Passenger","35273£113 5s 6d","Cherbourg","","6*"
"NEWELL, Miss Madeleine",31,"1st Class Passenger","35273£113 5s 6d","Cherbourg","","6*"
"NEWSOM, Miss Helen Monypeny",19,"1st Class Passenger","11752£26 5s 8d","Southampton","",5
"NILSSON, Miss Berta Olivia",18,"3rd Class Passenger","347066£7 15s 6d","Southampton","",""
"NILSSON, Miss Helmina Josefina",26,"3rd Class Passenger","347470£7 17s 1d","Southampton","","13*"
"NĪQŪLA YĀRID, Miss Jamīlah",14,"3rd Class Passenger","2651£11 4s 10d","Cherbourg","",""
"NĪQŪLA YĀRID, Master Ilyās",11,"3rd Class Passenger","2651£11 4s 10d","Cherbourg","",""
"NISKANEN, Mr Juho",42,"3rd Class Passenger","3101289£7 18s 6d","Southampton","",""
"NOURNEY, Mr Alfred",20,"1st Class Passenger","2166£13 17s 3d","Cherbourg","Gentleman",7
"NYE, Mrs Elizabeth",29,"2nd Class Passenger","29395£10 10s","Southampton","",11
"NYSTEN, Miss Anna Sofia",22,"3rd Class Passenger","347081£7 15s","Southampton","",13
"O'BRIEN, Mrs Hannah",27,"3rd Class Passenger","370365£15 10s","Queenstown","Housewife",""
"O'DWYER, Miss Ellen",22,"3rd Class Passenger","330959£7 17s 7d","Queenstown","",10
"O'KEEFFE, Mr Patrick",21,"3rd Class Passenger","368402£7 15s","Queenstown","Porter","B*"
"O'LEARY, Miss Hanora",16,"3rd Class Passenger","330919£7 16s 7d","Queenstown","",""
"ÖHMAN, Miss Velin Matilda",22,"3rd Class Passenger","347085£7 15s 6d","Southampton","",""
"OLIVA Y OCANA, Doña Fermina",39,"1st Class PassengerServant","17758£108 18s","Cherbourg","Personal Maid",8
"OLSEN, Master Artur Karl",9,"3rd Class Passenger","17368£3 3s 5d","Southampton","",13
"OMONT, Mr Alfred Fernand",29,"1st Class Passenger","12998£25 14s 10d","Cherbourg","Dealer",7
"OSMAN, Mrs Mara",31,"3rd Class Passenger","349244£8 13s 8d","Southampton","",""
"OSTBY, Miss Helen Ragnhild",22,"1st Class Passenger","113509£61 19s 7d","Southampton","",5
"OXENHAM, Mr Percy Thomas",22,"2nd Class Passenger","14260£10 10s","Southampton","Mason",13
"PADRON MANENT, Mr Julian",26,"2nd Class Passenger","2146£13 17s 3d","Cherbourg","Chauffeur","9*"
"PALLÀS I CASTELLÓ, Mr Emilio",29,"2nd Class Passenger","2147£13 17s 2d","Cherbourg","","9*"
"PALMQUIST, Mr Oskar Leander Johansson",26,"3rd Class Passenger","347070£7 15s 6d","Southampton","",""
"PARRISH, Mrs Lutie Davis",59,"2nd Class Passenger","230433£26","Southampton","",12
"PEARS, Mrs Edith",22,"1st Class Passenger","113776£66 12s","Southampton","",8
"PEÑASCO Y CASTELLANA, Mrs Maria Josefa Perezde Soto y Vallejo",22,"1st Class Passenger","17758£108 18s","Cherbourg","Of Independent Means",8
"PERREAULT, Miss Mary Anne",33,"1st Class PassengerServant","12749£93 10s","Southampton","Personal Maid","3*"
"PERSSON, Mr Ernst Ulrik",25,"3rd Class Passenger","347083£7 15s 6d","Southampton","Chauffeur",""
"PEUCHEN, Major Arthur Godfrey",52,"1st Class Passenger","113786£30 10s","Southampton","",6
"PHILLIPS, Miss Alice Frances Louisa",21,"2nd Class Passenger","2£21","Southampton","",12
"PHILLIPS, Miss Kate Florence",19,"2nd Class Passenger","250655£26","Southampton","",""
"PICARD, Mr Benoît",33,"3rd Class Passenger","392078£8 1s","Southampton","Leather Worker","9*"
"PINSKY, Mrs Rosa",32,"2nd Class Passenger","234604£13","Southampton","","9*"
"PORTALUPPI, Mr Emilio Ilario Giuseppe",30,"2nd Class Passenger","34644£12 14s 9d","Cherbourg","",""
"POTTER, Mrs Lily Alexenia",56,"1st Class Passenger","11767£83 3s 2d","Cherbourg","",7
"QUICK, Mrs Jane",33,"2nd Class Passenger","26360£26","Southampton","",11
"QUICK, Miss Winnifred Vera",8,"2nd Class Passenger","26360£26","Southampton","",11
"QUICK, Miss Phyllis May",2,"2nd Class Passenger","26360£26","Southampton","",11
"RENOUF, Mrs Lillian",30,"2nd Class Passenger","31027£21","Southampton","","12*"
"REYNALDO, Mrs Encarnación",29,"2nd Class Passenger","230434£13","Southampton","",""
"RHEIMS, Mr George Alexander Lucien",33,"1st Class Passenger","17607£39 12s","Cherbourg","Businessman","A"
"RICHARDS, Mrs Emily",24,"2nd Class Passenger","29106£18 15s","Southampton","",""
"RICHARDS, Master William Rowe",3,"2nd Class Passenger","29106£18 15s","Southampton","",""
"RICHARDS, Master Sibley George","9m","2nd Class Passenger","29106£18 15s","Southampton","",""
"RIDSDALE, Miss Lucy",58,"2nd Class Passenger","14258£10 10s","Southampton","",""
"RIORDAN, Miss Hannah",21,"3rd Class Passenger","334915£7 14s 5d","Queenstown","",""
"ROBERT, Mrs Elisabeth Walton",43,"1st Class Passenger","24160£211 6s 9d","Southampton","Of Independent Means",2
"ROMAINE, Mr Charles Hallace",45,"1st Class Passenger","111428£26 11s","Southampton","Stockbroker",""
"ROSENBAUM, Miss Edith Louise",32,"1st Class Passenger","17613£27 14s 5d","Cherbourg","Journalist",11
"ROTH, Miss Sarah",26,"3rd Class Passenger","342712£8 1s","Southampton","Tailor","C"
"ROTHES, Lucy Noël Martha, Countess of",33,"1st Class Passenger","110152£86 10s","Southampton","Of Independent Means",8
"ROTHSCHILD, Mrs Elizabeth Jane Anne",54,"1st Class Passenger","17603£59 8s","Cherbourg","",6
"RUGG, Miss Emily",22,"2nd Class Passenger","31026£10 10s","Southampton","",12
"RYAN, Mr Edward",24,"3rd Class Passenger","383162£7 15s","Queenstown","General Labourer",""
"RYERSON, Mrs Emily Maria",48,"1st Class Passenger","17608£262 7s 6d","Cherbourg","",4
"RYERSON, Miss Emily Borie",18,"1st Class Passenger","17608£262 7s 6d","Cherbourg","",4
"RYERSON, Miss Susan Parker",21,"1st Class Passenger","17608£262 7s 6d","Cherbourg","",4
"RYERSON, Master John Borie",13,"1st Class Passenger","17608£262 7s 6d","Cherbourg","",4
"SAALFELD, Mr Adolphe",47,"1st Class Passenger","19988£30 10s","Southampton","Businessman",""
"SÄGESSER, Mlle Emma",24,"1st Class PassengerServant","17477£69 6s","Cherbourg","Personal Maid",9
"SALKJELSVIK, Miss Anna Kristine",21,"3rd Class Passenger","343120£7 13s","Southampton","","C*"
"SALOMON, Mr Abraham Lincoln",43,"1st Class Passenger","111163£26","Southampton","Businessman",1
"SANDSTRÖM, Mrs Agnes Charlotta",24,"3rd Class Passenger","9549£16 14s","Southampton","",13
"SANDSTRÖM, Miss Beatrice Irene",1,"3rd Class Passenger","9549£16 14s","Southampton","",13
"SANDSTRÖM, Miss Marguerite Rut",4,"3rd Class Passenger","9549£16 14s","Southampton","",13
"SAP, Mr Julius",21,"3rd Class Passenger","345768£9 10s","Southampton","",""
"SCHABERT, Mrs Emma",35,"1st Class Passenger","13236£57 15s","Cherbourg","",11
"SCHEERLINCK, Mr Jean",29,"3rd Class Passenger","345779£9 10s","Southampton","",""
"SERREPLAÀ, Miss Augusta Jeanne",30,"1st Class PassengerServant","113798£31","Southampton","Personal Maid",4
"SEWARD, Mr Frederic Kimber",34,"1st Class Passenger","113794£26 11s","Southampton","Lawyer",7
"SHELLEY, Mrs Imanita Parrish",24,"2nd Class Passenger","230433£26","Southampton","",12
"SHINE, Miss Ellen",20,"3rd Class Passenger","330968£7 16s 7d","Queenstown","",""
"SHUTES, Miss Elizabeth Weed",40,"1st Class PassengerServant","17582£153 9s 3d","Southampton","Governess","3*"
"SILVÉN, Miss Lyyli Karoliina",17,"2nd Class Passenger","250652£13","Southampton","",12
"SILVERTHORNE, Mr Spencer Victor",35,"1st Class Passenger","17475£26 5s 9d","Southampton","",5
"SILVEY, Mrs Alice Gray",39,"1st Class Passenger","13507£55 18s","Cherbourg","",11
"SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons",56,"1st Class Passenger","13213£35 10s","Southampton","Banker","3*"
"SINCOCK, Miss Maude",20,"2nd Class Passenger","33112£36 15s","Southampton","",""
"SINKKONEN, Miss Anna",30,"2nd Class Passenger","250648£13","Southampton","",""
"SJÖBLOM, Miss Anna Sofia",18,"3rd Class Passenger","3101265£6 9s 11d","Southampton","",""
"SLAYTER, Miss Hilda Mary",30,"2nd Class Passenger","234818£12 7s","Queenstown","",13
"SLOPER, Mr William Thompson",28,"1st Class Passenger","113788£35 10s","Southampton","Stockbroker",7
"SMITH, Mrs Mary Eloise",18,"1st Class Passenger","13695£60","Cherbourg","",6
"SMITH, Miss Marion",49,"2nd Class Passenger","31418£13","Southampton","",""
"SMYTH, Miss Julia",18,"3rd Class Passenger","335432£7 14s 8d","Queenstown","","13*"
"SNYDER, Mr John Pillsbury",24,"1st Class Passenger","21228£82 5s 4d","Southampton","",7
"SNYDER, Mrs Nelle",23,"1st Class Passenger","21228£82 5s 4d","Southampton","",7
"SPEDDEN, Mr Frederic Oakley",45,"1st Class Passenger","16966£134 10s","Cherbourg","",3
"SPEDDEN, Mrs Margaretta Corning",39,"1st Class Passenger","16966£134 10s","Cherbourg","",3
"SPEDDEN, Master Robert Douglas",6,"1st Class Passenger","16966£134 10s","Cherbourg","",3
"SPENCER, Mrs Marie Eugenie",48,"1st Class Passenger","17569£146 10s 5d","Cherbourg","",""
"STÄHELIN-MAEGLIN, Dr Max",32,"1st Class Passenger","13214£30 10s","Southampton","Lawyer","3*"
"STANLEY, Miss Amy Zillah Elsie",24,"3rd Class Passenger","2314£7 11s","Southampton","Servant","15*"
"STENGEL, Mr Charles Emil Henry",54,"1st Class Passenger","11778£55 8s 10d","Cherbourg","Businessman",1
"STENGEL, Mrs Annie May",43,"1st Class Passenger","11778£55 8s 10d","Cherbourg","",5
"STEPHENSON, Mrs Martha",52,"1st Class Passenger","36947£78 5s 4d","Cherbourg","",4
"STONE, Mrs Martha Evelyn",61,"1st Class Passenger","113572£80","Southampton","",6
"STRANDÉN, Mr Juho Niilosson",30,"3rd Class Passenger","3101288£7 18s 6d","Southampton","",""
"SUNDERLAND, Mr Victor Francis",20,"3rd Class Passenger","392089£8 1s","Southampton","Farmer","B"
"SUNDMAN, Mr Johan Julian",45,"3rd Class Passenger","3101269£7 18s 6d","Southampton","",15
"SVENSSON, Mr Johan Cervin",14,"3rd Class Passenger","7538£9 4s 6d","Southampton","","16*"
"SWIFT, Mrs Margaret Welles",46,"1st Class Passenger","17466£25 18s 7d","Southampton","",8
"TANNŪS, Mrs Thamīn",16,"3rd Class Passenger","2625£8 10s 4d","Cherbourg","",""
"TANNŪS, Master As'ad","5m","3rd Class Passenger","2625£8 10s 4d","Cherbourg","",""
"TAUSSIG, Mrs Tillie",39,"1st Class Passenger","110413£79 13s","Southampton","",8
"TAUSSIG, Miss Ruth",18,"1st Class Passenger","110413£79 13s","Southampton","",8
"TAYLOR, Mr Elmer Zebley",48,"1st Class Passenger","19996£52","Southampton","Manufacturer",""
"TAYLOR, Mrs Juliet Cummins",49,"1st Class Passenger","19996£52","Southampton","",""
"TENGLIN, Mr Gunnar Isidor",25,"3rd Class Passenger","350033£7 15s 11d","Southampton","","13*"
"THAYER, Mrs Marian Longstreth",39,"1st Class Passenger","17421£110 17s 8d","Cherbourg","",4
"THAYER, Mr John Borland",17,"1st Class Passenger","17421£110 17s 8d","Cherbourg","Scholar","B"
"THORNE, Miss Gertrude Mabelle",37,"1st Class Passenger","17585£80 4d","Cherbourg","","D"
"THORNEYCROFT, Mrs Florence Kate",32,"3rd Class Passenger","376564£16 2s","Southampton","","10*"
"TOOMEY, Miss Ellen Mary",50,"2nd Class Passenger","13531£10 10s","Southampton","Servant",9
"TÖRNQVIST, Mr Johan Vilhelm Henrik",26,"3rd Class Passenger",370160,"Southampton","Seaman",""
"TROUT, Mrs Jessie Laird",27,"2nd Class Passenger","240929£12 13s","Southampton","",9
"TROUTT, Miss Edwina Celia",27,"2nd Class Passenger","34218£10 10s","Southampton","",""
"TU'MAH, Mrs Hinnah",27,"3rd Class Passenger","2650£15 4s 11d","Cherbourg","",""
"TU'MAH, Miss Mariyam",9,"3rd Class Passenger","2650£15 4s 11d","Cherbourg","",""
"TU'MAH, Master Jirjis Yūsuf",8,"3rd Class Passenger","2650£15 4s 11d","Cherbourg","",""
"TUCKER, Mr Gilbert Milligan jr",31,"1st Class Passenger","2543£28 10s 9d","Cherbourg","",7
"TURJA, Miss Anna Sofia",18,"3rd Class Passenger","4138£9 16s 10d","Southampton","",""
"TURKULA, Mrs Hedwig",64,"3rd Class Passenger","4134£9 11s 9d","Southampton","",""
"VARTANIAN, Mr David",22,"3rd Class Passenger","2658£7 4s 6d","Cherbourg","",""
"WALLCROFT, Miss Ellen 'Nellie'",36,"2nd Class Passenger","13528£21","Southampton","Cook",14
"WARD, Miss Annie Moore",37,"1st Class PassengerServant","17755£512 6s 7d","Cherbourg","Personal Maid",3
"WARE, Mrs Florence Louise",32,"2nd Class Passenger","31352£21","Southampton","",10
"WARREN, Mrs Anna Sophia",60,"1st Class Passenger","110813£75 5s","Cherbourg","",5
"WATT, Mrs Elizabeth",40,"2nd Class Passenger","33595£15 15s","Southampton","",9
"WATT, Miss Robertha Josephine",12,"2nd Class Passenger","33595£15 15s","Southampton","",9
"WEBBER, Miss Susan",38,"2nd Class Passenger","27267£13","Southampton","",10
"WEISZ, Mrs Mathilde Françoise",37,"2nd Class Passenger","228414£26","Southampton","",""
"WELLS, Mrs Addie Dart",29,"2nd Class Passenger","29103£23","Southampton","",""
"WELLS, Miss Joan",4,"2nd Class Passenger","29103£23","Southampton","",""
"WELLS, Master Ralph Lester",2,"2nd Class Passenger","29103£23","Southampton","","14*"
"WENNERSTRÖM, Mr August",27,"3rd Class Passenger","350043£7 15s 11d","Southampton","","A"
"WEST, Mrs Ada Mary",33,"2nd Class Passenger","34651£27 15s","Southampton","",11
"WEST, Miss Constance Miriam",4,"2nd Class Passenger","34651£27 15s","Southampton","",11
"WEST, Miss Barbara Joyce","10m","2nd Class Passenger","34651£27 15s","Southampton","",11
"WHILEMS, Mr Charles",31,"2nd Class Passenger","244270£13","Southampton","Factory Foreman",9
"WHITE, Mrs Ella Holmes",55,"1st Class Passenger","17760£135 12s 8d","Cherbourg","",8
"WICK, Mrs Mary Peebles",45,"1st Class Passenger","36928£164 17s 4d","Southampton","",8
"WICK, Miss Mary Natalie",31,"1st Class Passenger","36928£164 17s 4d","Southampton","",8
"WIDENER, Mrs Eleanor",50,"1st Class Passenger","113503£211 10s","Southampton","",4
"WILKES, Mrs Ellen",47,"3rd Class Passenger","363272£7","Southampton","",""
"WILKINSON, Mrs Elizabeth Anne",30,"2nd Class Passenger","2926£26","Southampton","",""
"WILLARD, Miss Constance",21,"1st Class Passenger","113795£26 11s","Southampton","",""
"WILLIAMS, Mr Richard Norris",21,"1st Class Passenger","17597£61 7s 7d","Cherbourg","Sportsman","A"
"WILLIAMS, Mr Charles Eugene",23,"2nd Class Passenger","244373£13","Southampton","Sportsman",14
"WILSON, Miss Helen Alice",33,"1st Class PassengerServant","16966£134 10s","Cherbourg","Personal Maid",3
"WOOLNER, Mr Hugh",45,"1st Class Passenger","19947£35 10s","Southampton","Businessman","D"
"WRIGHT, Miss Marion",26,"2nd Class Passenger","220844£13 10s","Southampton","","9*"
"YAZBAK, Mrs Sīlānah Iskandar Nāsīf Abī Dāghir",17,"3rd Class Passenger","2659£14 9s 1d","Cherbourg","",""
"YOUNG, Miss Marie Grice",36,"1st Class Passenger","17760£135 12s 8d","Cherbourg","",8
"YŪSUF, Mrs Kātrīn",23,"3rd Class Passenger","2668£22 7s 2d","Cherbourg","",""
"YŪSUF, Master Michael (Shafīq) Peter",4,"3rd Class Passenger","2668£22 7s 2d","Cherbourg","",""
"YŪSUF, Miss Nabīah (Mary)",2,"3rd Class Passenger","2668£22 7s 2d","Cherbourg","",""